mhu-mlv[cms],stc-mlv[cms],eri-mlv[cms],scr-lev[m],det-lev[m],nia-lev[m]
176.5258,175.2724,174.4599,5390.0,5660.0,6100.0
176.5274,175.2779,174.463,5380.0,5670.0,6110.0
176.529,175.2822,174.4661,5380.0,5680.0,6110.0
176.5306,175.2857,174.4693,5380.0,5680.0,6120.0
176.5322,175.2887,174.4724,5380.0,5690.0,6130.0
176.5338,175.2918,174.4755,5380.0,5690.0,6130.0
176.5354,175.2949,174.4785,5380.0,5690.0,6140.0
176.537,175.2976,174.4817,5380.0,5700.0,6150.0
176.5386,175.2999,174.4847,5380.0,5700.0,6150.0
176.5402,175.3023,174.4878,5380.0,5700.0,6160.0
176.5418,175.3046,174.4908,5380.0,5700.0,6170.0
176.5434,175.3068,174.4938,5390.0,5700.0,6170.0
176.545,175.3096,174.4968,5390.0,5700.0,6180.0
176.5466,175.3123,174.4998,5390.0,5710.0,6180.0
176.5482,175.3145,174.5028,5390.0,5710.0,6190.0
176.5498,175.3169,174.5058,5390.0,5710.0,6200.0
176.5514,175.3192,174.5086,5390.0,5710.0,6200.0
176.553,175.3215,174.5115,5390.0,5710.0,6210.0
176.5546,175.3237,174.5145,5390.0,5710.0,6220.0
176.5562,175.326,174.5173,5390.0,5710.0,6220.0
176.5578,175.328,174.5203,5390.0,5710.0,6230.0
176.5594,175.3299,174.5231,5390.0,5710.0,6230.0
176.561,175.3323,174.5259,5390.0,5720.0,6240.0
176.5626,175.3342,174.5287,5390.0,5720.0,6250.0
176.5642,175.3358,174.5315,5400.0,5710.0,6250.0
176.5658,175.3378,174.5343,5400.0,5710.0,6260.0
176.5674,175.3401,174.5371,5400.0,5720.0,6260.0
176.569,175.3423,174.5399,5400.0,5720.0,6270.0
176.5706,175.3447,174.5426,5400.0,5720.0,6280.0
176.5722,175.3469,174.5453,5400.0,5720.0,6280.0
176.5738,175.3492,174.5479,5400.0,5720.0,6290.0
176.5777,175.3485,174.5519,5520.0,5800.0,6270.0
176.5838,175.3461,174.5569,5540.0,5770.0,6280.0
176.5898,175.3461,174.5619,5550.0,5760.0,6290.0
176.5958,175.3473,174.5668,5560.0,5750.0,6300.0
176.6018,175.3497,174.5717,5570.0,5750.0,6310.0
