UNITS:	cms	
KIND:	nbs	
INTERVAL:	dly	
LOCATION:	sup	
# m applied d		
2015-07-07 , 	3560.00
2015-07-08 , 	3560.00
2015-07-09 , 	3560.00
2015-07-10 , 	3560.00
2015-07-11 , 	3560.00
2015-07-12 , 	3560.00
2015-07-13 , 	3560.00
2015-07-14 , 	3560.00
2015-07-15 , 	3560.00
2015-07-16 , 	3560.00
2015-07-17 , 	3560.00
2015-07-18 , 	3560.00
2015-07-19 , 	3560.00
2015-07-20 , 	3560.00
2015-07-21 , 	3560.00
2015-07-22 , 	3560.00
2015-07-23 , 	3560.00
2015-07-24 , 	3560.00
2015-07-25 , 	3560.00
2015-07-26 , 	3560.00
2015-07-27 , 	3560.00
2015-07-28 , 	3560.00
2015-07-29 , 	3560.00
2015-07-30 , 	3560.00
2015-07-31 , 	3560.00
2015-08-01 , 	2840.00
2015-08-02 , 	2840.00
2015-08-03 , 	2840.00
2015-08-04 , 	2840.00
2015-08-05 , 	2840.00
2015-08-06 , 	2840.00
2015-08-07 , 	2840.00
2015-08-08 , 	2840.00
2015-08-09 , 	2840.00
2015-08-10 , 	2840.00
2015-08-11 , 	2840.00
2015-08-12 , 	2840.00
2015-08-13 , 	2840.00
2015-08-14 , 	2840.00
2015-08-15 , 	2840.00
2015-08-16 , 	2840.00
2015-08-17 , 	2840.00
2015-08-18 , 	2840.00
2015-08-19 , 	2840.00
2015-08-20 , 	2840.00
2015-08-21 , 	2840.00
2015-08-22 , 	2840.00
2015-08-23 , 	2840.00
2015-08-24 , 	2840.00
2015-08-25 , 	2840.00
2015-08-26 , 	2840.00
2015-08-27 , 	2840.00
2015-08-28 , 	2840.00
2015-08-29 , 	2840.00
2015-08-30 , 	2840.00
2015-08-31 , 	2840.00
2015-09-01 , 	1920.00
2015-09-02 , 	1920.00
2015-09-03 , 	1920.00
2015-09-04 , 	1920.00
2015-09-05 , 	1920.00
2015-09-06 , 	1920.00
2015-09-07 , 	1920.00
2015-09-08 , 	1920.00
2015-09-09 , 	1920.00
2015-09-10 , 	1920.00
2015-09-11 , 	1920.00
2015-09-12 , 	1920.00
2015-09-13 , 	1920.00
2015-09-14 , 	1920.00
2015-09-15 , 	1920.00
2015-09-16 , 	1920.00
2015-09-17 , 	1920.00
2015-09-18 , 	1920.00
2015-09-19 , 	1920.00
2015-09-20 , 	1920.00
2015-09-21 , 	1920.00
2015-09-22 , 	1920.00
2015-09-23 , 	1920.00
2015-09-24 , 	1920.00
2015-09-25 , 	1920.00
2015-09-26 , 	1920.00
2015-09-27 , 	1920.00
2015-09-28 , 	1920.00
2015-09-29 , 	1920.00
2015-09-30 , 	1920.00
2015-10-01 , 	-210.00
2015-10-02 , 	-210.00
2015-10-03 , 	-210.00
2015-10-04 , 	-210.00
2015-10-05 , 	-210.00
2015-10-06 , 	-210.00
2015-10-07 , 	-210.00
2015-10-08 , 	-210.00
2015-10-09 , 	-210.00
2015-10-10 , 	-210.00
2015-10-11 , 	-210.00
2015-10-12 , 	-210.00
2015-10-13 , 	-210.00
2015-10-14 , 	-210.00
2015-10-15 , 	-210.00
2015-10-16 , 	-210.00
2015-10-17 , 	-210.00
2015-10-18 , 	-210.00
2015-10-19 , 	-210.00
2015-10-20 , 	-210.00
2015-10-21 , 	-210.00
2015-10-22 , 	-210.00
2015-10-23 , 	-210.00
2015-10-24 , 	-210.00
2015-10-25 , 	-210.00
2015-10-26 , 	-210.00
2015-10-27 , 	-210.00
2015-10-28 , 	-210.00
2015-10-29 , 	-210.00
2015-10-30 , 	-210.00
2015-10-31 , 	-210.00
2015-11-01 , 	1750.00
2015-11-02 , 	1750.00
2015-11-03 , 	1750.00
2015-11-04 , 	1750.00
2015-11-05 , 	1750.00
2015-11-06 , 	1750.00
2015-11-07 , 	1750.00
2015-11-08 , 	1750.00
2015-11-09 , 	1750.00
2015-11-10 , 	1750.00
2015-11-11 , 	1750.00
2015-11-12 , 	1750.00
2015-11-13 , 	1750.00
2015-11-14 , 	1750.00
2015-11-15 , 	1750.00
2015-11-16 , 	1750.00
2015-11-17 , 	1750.00
2015-11-18 , 	1750.00
2015-11-19 , 	1750.00
2015-11-20 , 	1750.00
2015-11-21 , 	1750.00
2015-11-22 , 	1750.00
2015-11-23 , 	1750.00
2015-11-24 , 	1750.00
2015-11-25 , 	1750.00
2015-11-26 , 	1750.00
2015-11-27 , 	1750.00
2015-11-28 , 	1750.00
2015-11-29 , 	1750.00
2015-11-30 , 	1750.00
2015-12-01 , 	2450.00
2015-12-02 , 	2450.00
2015-12-03 , 	2450.00
2015-12-04 , 	2450.00
2015-12-05 , 	2450.00
2015-12-06 , 	2450.00
2015-12-07 , 	2450.00
2015-12-08 , 	2450.00
2015-12-09 , 	2450.00
2015-12-10 , 	2450.00
2015-12-11 , 	2450.00
2015-12-12 , 	2450.00
2015-12-13 , 	2450.00
2015-12-14 , 	2450.00
2015-12-15 , 	2450.00
2015-12-16 , 	2450.00
2015-12-17 , 	2450.00
2015-12-18 , 	2450.00
2015-12-19 , 	2450.00
2015-12-20 , 	2450.00
2015-12-21 , 	2450.00
2015-12-22 , 	2450.00
2015-12-23 , 	2450.00
2015-12-24 , 	2450.00
2015-12-25 , 	2450.00
2015-12-26 , 	2450.00
2015-12-27 , 	2450.00
2015-12-28 , 	2450.00
2015-12-29 , 	2450.00
2015-12-30 , 	2450.00
2015-12-31 , 	2450.00
2016-01-01 , 	390.00
2016-01-02 , 	390.00
2016-01-03 , 	390.00
2016-01-04 , 	390.00
2016-01-05 , 	390.00
2016-01-06 , 	390.00
2016-01-07 , 	390.00
2016-01-08 , 	390.00
2016-01-09 , 	390.00
2016-01-10 , 	390.00
2016-01-11 , 	390.00
2016-01-12 , 	390.00
2016-01-13 , 	390.00
2016-01-14 , 	390.00
2016-01-15 , 	390.00
2016-01-16 , 	390.00
2016-01-17 , 	390.00
2016-01-18 , 	390.00
2016-01-19 , 	390.00
2016-01-20 , 	390.00
2016-01-21 , 	390.00
2016-01-22 , 	390.00
2016-01-23 , 	390.00
2016-01-24 , 	390.00
2016-01-25 , 	390.00
2016-01-26 , 	390.00
2016-01-27 , 	390.00
2016-01-28 , 	390.00
2016-01-29 , 	390.00
2016-01-30 , 	390.00
2016-01-31 , 	390.00
2016-02-01 , 	990.00
2016-02-02 , 	990.00
2016-02-03 , 	990.00
2016-02-04 , 	990.00
2016-02-05 , 	990.00
2016-02-06 , 	990.00
2016-02-07 , 	990.00
2016-02-08 , 	990.00
2016-02-09 , 	990.00
2016-02-10 , 	990.00
2016-02-11 , 	990.00
2016-02-12 , 	990.00
2016-02-13 , 	990.00
2016-02-14 , 	990.00
2016-02-15 , 	990.00
2016-02-16 , 	990.00
2016-02-17 , 	990.00
2016-02-18 , 	990.00
2016-02-19 , 	990.00
2016-02-20 , 	990.00
2016-02-21 , 	990.00
2016-02-22 , 	990.00
2016-02-23 , 	990.00
2016-02-24 , 	990.00
2016-02-25 , 	990.00
2016-02-26 , 	990.00
2016-02-27 , 	990.00
2016-02-28 , 	990.00
2016-02-29 , 	990.00
2016-03-01 , 	2280.00
2016-03-02 , 	2280.00
2016-03-03 , 	2280.00
2016-03-04 , 	2280.00
2016-03-05 , 	2280.00
2016-03-06 , 	2280.00
2016-03-07 , 	2280.00
2016-03-08 , 	2280.00
2016-03-09 , 	2280.00
2016-03-10 , 	2280.00
2016-03-11 , 	2280.00
2016-03-12 , 	2280.00
2016-03-13 , 	2280.00
2016-03-14 , 	2280.00
2016-03-15 , 	2280.00
2016-03-16 , 	2280.00
2016-03-17 , 	2280.00
2016-03-18 , 	2280.00
2016-03-19 , 	2280.00
2016-03-20 , 	2280.00
2016-03-21 , 	2280.00
2016-03-22 , 	2280.00
2016-03-23 , 	2280.00
2016-03-24 , 	2280.00
2016-03-25 , 	2280.00
2016-03-26 , 	2280.00
2016-03-27 , 	2280.00
2016-03-28 , 	2280.00
2016-03-29 , 	2280.00
2016-03-30 , 	2280.00
2016-03-31 , 	2280.00
2016-04-01 , 	2690.00
2016-04-02 , 	2690.00
2016-04-03 , 	2690.00
2016-04-04 , 	2690.00
2016-04-05 , 	2690.00
2016-04-06 , 	2690.00
2016-04-07 , 	2690.00
2016-04-08 , 	2690.00
2016-04-09 , 	2690.00
2016-04-10 , 	2690.00
2016-04-11 , 	2690.00
2016-04-12 , 	2690.00
2016-04-13 , 	2690.00
2016-04-14 , 	2690.00
2016-04-15 , 	2690.00
2016-04-16 , 	2690.00
2016-04-17 , 	2690.00
2016-04-18 , 	2690.00
2016-04-19 , 	2690.00
2016-04-20 , 	2690.00
2016-04-21 , 	2690.00
2016-04-22 , 	2690.00
2016-04-23 , 	2690.00
2016-04-24 , 	2690.00
2016-04-25 , 	2690.00
2016-04-26 , 	2690.00
2016-04-27 , 	2690.00
2016-04-28 , 	2690.00
2016-04-29 , 	2690.00
2016-04-30 , 	2690.00
2016-05-01 , 	3490.00
2016-05-02 , 	3490.00
2016-05-03 , 	3490.00
2016-05-04 , 	3490.00
2016-05-05 , 	3490.00
2016-05-06 , 	3490.00
2016-05-07 , 	3490.00
2016-05-08 , 	3490.00
2016-05-09 , 	3490.00
2016-05-10 , 	3490.00
2016-05-11 , 	3490.00
2016-05-12 , 	3490.00
2016-05-13 , 	3490.00
2016-05-14 , 	3490.00
2016-05-15 , 	3490.00
2016-05-16 , 	3490.00
2016-05-17 , 	3490.00
2016-05-18 , 	3490.00
2016-05-19 , 	3490.00
2016-05-20 , 	3490.00
2016-05-21 , 	3490.00
2016-05-22 , 	3490.00
2016-05-23 , 	3490.00
2016-05-24 , 	3490.00
2016-05-25 , 	3490.00
2016-05-26 , 	3490.00
2016-05-27 , 	3490.00
2016-05-28 , 	3490.00
2016-05-29 , 	3490.00
2016-05-30 , 	3490.00
2016-05-31 , 	3490.00
2016-06-01 , 	5990.00
2016-06-02 , 	5990.00
2016-06-03 , 	5990.00
2016-06-04 , 	5990.00
2016-06-05 , 	5990.00
2016-06-06 , 	5990.00
2016-06-07 , 	5990.00
2016-06-08 , 	5990.00
2016-06-09 , 	5990.00
2016-06-10 , 	5990.00
2016-06-11 , 	5990.00
2016-06-12 , 	5990.00
2016-06-13 , 	5990.00
2016-06-14 , 	5990.00
2016-06-15 , 	5990.00
2016-06-16 , 	5990.00
2016-06-17 , 	5990.00
2016-06-18 , 	5990.00
2016-06-19 , 	5990.00
2016-06-20 , 	5990.00
2016-06-21 , 	5990.00
2016-06-22 , 	5990.00
2016-06-23 , 	5990.00
2016-06-24 , 	5990.00
2016-06-25 , 	5990.00
2016-06-26 , 	5990.00
2016-06-27 , 	5990.00
2016-06-28 , 	5990.00
2016-06-29 , 	5990.00
2016-06-30 , 	5990.00
2016-07-01 , 	3950.00
2016-07-02 , 	3950.00
2016-07-03 , 	3950.00
2016-07-04 , 	3950.00
2016-07-05 , 	3950.00
2016-07-06 , 	3950.00
2016-07-07 , 	3950.00
2016-07-08 , 	3950.00
2016-07-09 , 	3950.00
2016-07-10 , 	3950.00
2016-07-11 , 	3950.00
2016-07-12 , 	3950.00
2016-07-13 , 	3950.00
2016-07-14 , 	3950.00
2016-07-15 , 	3950.00
2016-07-16 , 	3950.00
2016-07-17 , 	3950.00
2016-07-18 , 	3950.00
2016-07-19 , 	3950.00
2016-07-20 , 	3950.00
2016-07-21 , 	3950.00
2016-07-22 , 	3950.00
2016-07-23 , 	3950.00
2016-07-24 , 	3950.00
2016-07-25 , 	3950.00
2016-07-26 , 	3950.00
2016-07-27 , 	3950.00
2016-07-28 , 	3950.00
2016-07-29 , 	3950.00
2016-07-30 , 	3950.00
2016-07-31 , 	3950.00
2016-08-01 , 	2860.00
2016-08-02 , 	2860.00
2016-08-03 , 	2860.00
2016-08-04 , 	2860.00
2016-08-05 , 	2860.00
2016-08-06 , 	2860.00
2016-08-07 , 	2860.00
2016-08-08 , 	2860.00
2016-08-09 , 	2860.00
2016-08-10 , 	2860.00
2016-08-11 , 	2860.00
2016-08-12 , 	2860.00
2016-08-13 , 	2860.00
2016-08-14 , 	2860.00
2016-08-15 , 	2860.00
2016-08-16 , 	2860.00
2016-08-17 , 	2860.00
2016-08-18 , 	2860.00
2016-08-19 , 	2860.00
2016-08-20 , 	2860.00
2016-08-21 , 	2860.00
2016-08-22 , 	2860.00
2016-08-23 , 	2860.00
2016-08-24 , 	2860.00
2016-08-25 , 	2860.00
2016-08-26 , 	2860.00
2016-08-27 , 	2860.00
2016-08-28 , 	2860.00
2016-08-29 , 	2860.00
2016-08-30 , 	2860.00
2016-08-31 , 	2860.00
2016-09-01 , 	2600.00
2016-09-02 , 	2600.00
2016-09-03 , 	2600.00
2016-09-04 , 	2600.00
2016-09-05 , 	2600.00
2016-09-06 , 	2600.00
2016-09-07 , 	2600.00
2016-09-08 , 	2600.00
2016-09-09 , 	2600.00
2016-09-10 , 	2600.00
2016-09-11 , 	2600.00
2016-09-12 , 	2600.00
2016-09-13 , 	2600.00
2016-09-14 , 	2600.00
2016-09-15 , 	2600.00
2016-09-16 , 	2600.00
2016-09-17 , 	2600.00
2016-09-18 , 	2600.00
2016-09-19 , 	2600.00
2016-09-20 , 	2600.00
2016-09-21 , 	2600.00
2016-09-22 , 	2600.00
2016-09-23 , 	2600.00
2016-09-24 , 	2600.00
2016-09-25 , 	2600.00
2016-09-26 , 	2600.00
2016-09-27 , 	2600.00
2016-09-28 , 	2600.00
2016-09-29 , 	2600.00
2016-09-30 , 	2600.00
2016-10-01 , 	-260.00
2016-10-02 , 	-260.00
2016-10-03 , 	-260.00
2016-10-04 , 	-260.00
2016-10-05 , 	-260.00
2016-10-06 , 	-260.00
2016-10-07 , 	-260.00
2016-10-08 , 	-260.00
2016-10-09 , 	-260.00
2016-10-10 , 	-260.00
2016-10-11 , 	-260.00
2016-10-12 , 	-260.00
2016-10-13 , 	-260.00
2016-10-14 , 	-260.00
2016-10-15 , 	-260.00
2016-10-16 , 	-260.00
2016-10-17 , 	-260.00
2016-10-18 , 	-260.00
2016-10-19 , 	-260.00
2016-10-20 , 	-260.00
2016-10-21 , 	-260.00
2016-10-22 , 	-260.00
2016-10-23 , 	-260.00
2016-10-24 , 	-260.00
2016-10-25 , 	-260.00
2016-10-26 , 	-260.00
2016-10-27 , 	-260.00
2016-10-28 , 	-260.00
2016-10-29 , 	-260.00
2016-10-30 , 	-260.00
2016-10-31 , 	-260.00
2016-11-01 , 	1110.00
2016-11-02 , 	1110.00
2016-11-03 , 	1110.00
2016-11-04 , 	1110.00
2016-11-05 , 	1110.00
2016-11-06 , 	1110.00
2016-11-07 , 	1110.00
2016-11-08 , 	1110.00
2016-11-09 , 	1110.00
2016-11-10 , 	1110.00
2016-11-11 , 	1110.00
2016-11-12 , 	1110.00
2016-11-13 , 	1110.00
2016-11-14 , 	1110.00
2016-11-15 , 	1110.00
2016-11-16 , 	1110.00
2016-11-17 , 	1110.00
2016-11-18 , 	1110.00
2016-11-19 , 	1110.00
2016-11-20 , 	1110.00
2016-11-21 , 	1110.00
2016-11-22 , 	1110.00
2016-11-23 , 	1110.00
2016-11-24 , 	1110.00
2016-11-25 , 	1110.00
2016-11-26 , 	1110.00
2016-11-27 , 	1110.00
2016-11-28 , 	1110.00
2016-11-29 , 	1110.00
2016-11-30 , 	1110.00
2016-12-01 , 	-300.00
2016-12-02 , 	-300.00
2016-12-03 , 	-300.00
2016-12-04 , 	-300.00
2016-12-05 , 	-300.00
2016-12-06 , 	-300.00
2016-12-07 , 	-300.00
2016-12-08 , 	-300.00
2016-12-09 , 	-300.00
2016-12-10 , 	-300.00
2016-12-11 , 	-300.00
2016-12-12 , 	-300.00
2016-12-13 , 	-300.00
2016-12-14 , 	-300.00
2016-12-15 , 	-300.00
2016-12-16 , 	-300.00
2016-12-17 , 	-300.00
2016-12-18 , 	-300.00
2016-12-19 , 	-300.00
2016-12-20 , 	-300.00
2016-12-21 , 	-300.00
2016-12-22 , 	-300.00
2016-12-23 , 	-300.00
2016-12-24 , 	-300.00
2016-12-25 , 	-300.00
2016-12-26 , 	-300.00
2016-12-27 , 	-300.00
2016-12-28 , 	-300.00
2016-12-29 , 	-300.00
2016-12-30 , 	-300.00
2016-12-31 , 	-300.00
2017-01-01 , 	150.00
2017-01-02 , 	150.00
2017-01-03 , 	150.00
2017-01-04 , 	150.00
2017-01-05 , 	150.00
2017-01-06 , 	150.00
2017-01-07 , 	150.00
2017-01-08 , 	150.00
2017-01-09 , 	150.00
2017-01-10 , 	150.00
2017-01-11 , 	150.00
2017-01-12 , 	150.00
2017-01-13 , 	150.00
2017-01-14 , 	150.00
2017-01-15 , 	150.00
2017-01-16 , 	150.00
2017-01-17 , 	150.00
2017-01-18 , 	150.00
2017-01-19 , 	150.00
2017-01-20 , 	150.00
2017-01-21 , 	150.00
2017-01-22 , 	150.00
2017-01-23 , 	150.00
2017-01-24 , 	150.00
2017-01-25 , 	150.00
2017-01-26 , 	150.00
2017-01-27 , 	150.00
2017-01-28 , 	150.00
2017-01-29 , 	150.00
2017-01-30 , 	150.00
2017-01-31 , 	150.00
2017-02-01 , 	1530.00
2017-02-02 , 	1530.00
2017-02-03 , 	1530.00
2017-02-04 , 	1530.00
2017-02-05 , 	1530.00
2017-02-06 , 	1530.00
2017-02-07 , 	1530.00
2017-02-08 , 	1530.00
2017-02-09 , 	1530.00
2017-02-10 , 	1530.00
2017-02-11 , 	1530.00
2017-02-12 , 	1530.00
2017-02-13 , 	1530.00
2017-02-14 , 	1530.00
2017-02-15 , 	1530.00
2017-02-16 , 	1530.00
2017-02-17 , 	1530.00
2017-02-18 , 	1530.00
2017-02-19 , 	1530.00
2017-02-20 , 	1530.00
2017-02-21 , 	1530.00
2017-02-22 , 	1530.00
2017-02-23 , 	1530.00
2017-02-24 , 	1530.00
2017-02-25 , 	1530.00
2017-02-26 , 	1530.00
2017-02-27 , 	1530.00
2017-02-28 , 	1530.00
2017-03-01 , 	620.00
2017-03-02 , 	620.00
2017-03-03 , 	620.00
2017-03-04 , 	620.00
2017-03-05 , 	620.00
2017-03-06 , 	620.00
2017-03-07 , 	620.00
2017-03-08 , 	620.00
2017-03-09 , 	620.00
2017-03-10 , 	620.00
2017-03-11 , 	620.00
2017-03-12 , 	620.00
2017-03-13 , 	620.00
2017-03-14 , 	620.00
2017-03-15 , 	620.00
2017-03-16 , 	620.00
2017-03-17 , 	620.00
2017-03-18 , 	620.00
2017-03-19 , 	620.00
2017-03-20 , 	620.00
2017-03-21 , 	620.00
2017-03-22 , 	620.00
2017-03-23 , 	620.00
2017-03-24 , 	620.00
2017-03-25 , 	620.00
2017-03-26 , 	620.00
2017-03-27 , 	620.00
2017-03-28 , 	620.00
2017-03-29 , 	620.00
2017-03-30 , 	620.00
2017-03-31 , 	620.00
2017-04-01 , 	6090.00
2017-04-02 , 	6090.00
2017-04-03 , 	6090.00
2017-04-04 , 	6090.00
2017-04-05 , 	6090.00
2017-04-06 , 	6090.00
2017-04-07 , 	6090.00
2017-04-08 , 	6090.00
2017-04-09 , 	6090.00
2017-04-10 , 	6090.00
2017-04-11 , 	6090.00
2017-04-12 , 	6090.00
2017-04-13 , 	6090.00
2017-04-14 , 	6090.00
2017-04-15 , 	6090.00
2017-04-16 , 	6090.00
2017-04-17 , 	6090.00
2017-04-18 , 	6090.00
2017-04-19 , 	6090.00
2017-04-20 , 	6090.00
2017-04-21 , 	6090.00
2017-04-22 , 	6090.00
2017-04-23 , 	6090.00
2017-04-24 , 	6090.00
2017-04-25 , 	6090.00
2017-04-26 , 	6090.00
2017-04-27 , 	6090.00
2017-04-28 , 	6090.00
2017-04-29 , 	6090.00
2017-04-30 , 	6090.00
2017-05-01 , 	5660.00
2017-05-02 , 	5660.00
2017-05-03 , 	5660.00
2017-05-04 , 	5660.00
2017-05-05 , 	5660.00
2017-05-06 , 	5660.00
2017-05-07 , 	5660.00
2017-05-08 , 	5660.00
2017-05-09 , 	5660.00
2017-05-10 , 	5660.00
2017-05-11 , 	5660.00
2017-05-12 , 	5660.00
2017-05-13 , 	5660.00
2017-05-14 , 	5660.00
2017-05-15 , 	5660.00
2017-05-16 , 	5660.00
2017-05-17 , 	5660.00
2017-05-18 , 	5660.00
2017-05-19 , 	5660.00
2017-05-20 , 	5660.00
2017-05-21 , 	5660.00
2017-05-22 , 	5660.00
2017-05-23 , 	5660.00
2017-05-24 , 	5660.00
2017-05-25 , 	5660.00
2017-05-26 , 	5660.00
2017-05-27 , 	5660.00
2017-05-28 , 	5660.00
2017-05-29 , 	5660.00
2017-05-30 , 	5660.00
2017-05-31 , 	5660.00
2017-06-01 , 	5400.00
2017-06-02 , 	5400.00
2017-06-03 , 	5400.00
2017-06-04 , 	5400.00
2017-06-05 , 	5400.00
2017-06-06 , 	5400.00
2017-06-07 , 	5400.00
2017-06-08 , 	5400.00
2017-06-09 , 	5400.00
2017-06-10 , 	5400.00
2017-06-11 , 	5400.00
2017-06-12 , 	5400.00
2017-06-13 , 	5400.00
2017-06-14 , 	5400.00
2017-06-15 , 	5400.00
2017-06-16 , 	5400.00
2017-06-17 , 	5400.00
2017-06-18 , 	5400.00
2017-06-19 , 	5400.00
2017-06-20 , 	5400.00
2017-06-21 , 	5400.00
2017-06-22 , 	5400.00
2017-06-23 , 	5400.00
2017-06-24 , 	5400.00
2017-06-25 , 	5400.00
2017-06-26 , 	5400.00
2017-06-27 , 	5400.00
2017-06-28 , 	5400.00
2017-06-29 , 	5400.00
2017-06-30 , 	5400.00
2017-07-01 , 	3320.00
2017-07-02 , 	3320.00
2017-07-03 , 	3320.00
2017-07-04 , 	3320.00
2017-07-05 , 	3320.00
2017-07-06 , 	3320.00
2017-07-07 , 	3320.00
2017-07-08 , 	3320.00
2017-07-09 , 	3320.00
2017-07-10 , 	3320.00
2017-07-11 , 	3320.00
2017-07-12 , 	3320.00
2017-07-13 , 	3320.00
2017-07-14 , 	3320.00
2017-07-15 , 	3320.00
2017-07-16 , 	3320.00
2017-07-17 , 	3320.00
2017-07-18 , 	3320.00
2017-07-19 , 	3320.00
2017-07-20 , 	3320.00
2017-07-21 , 	3320.00
2017-07-22 , 	3320.00
2017-07-23 , 	3320.00
2017-07-24 , 	3320.00
2017-07-25 , 	3320.00
2017-07-26 , 	3320.00
2017-07-27 , 	3320.00
2017-07-28 , 	3320.00
2017-07-29 , 	3320.00
2017-07-30 , 	3320.00
2017-07-31 , 	3320.00
2017-08-01 , 	4420.00
2017-08-02 , 	4420.00
2017-08-03 , 	4420.00
2017-08-04 , 	4420.00
2017-08-05 , 	4420.00
2017-08-06 , 	4420.00
2017-08-07 , 	4420.00
2017-08-08 , 	4420.00
2017-08-09 , 	4420.00
2017-08-10 , 	4420.00
2017-08-11 , 	4420.00
2017-08-12 , 	4420.00
2017-08-13 , 	4420.00
2017-08-14 , 	4420.00
2017-08-15 , 	4420.00
2017-08-16 , 	4420.00
2017-08-17 , 	4420.00
2017-08-18 , 	4420.00
2017-08-19 , 	4420.00
2017-08-20 , 	4420.00
2017-08-21 , 	4420.00
2017-08-22 , 	4420.00
2017-08-23 , 	4420.00
2017-08-24 , 	4420.00
2017-08-25 , 	4420.00
2017-08-26 , 	4420.00
2017-08-27 , 	4420.00
2017-08-28 , 	4420.00
2017-08-29 , 	4420.00
2017-08-30 , 	4420.00
2017-08-31 , 	4420.00
2017-09-01 , 	3310.00
2017-09-02 , 	3310.00
2017-09-03 , 	3310.00
2017-09-04 , 	3310.00
2017-09-05 , 	3310.00
2017-09-06 , 	3310.00
2017-09-07 , 	3310.00
2017-09-08 , 	3310.00
2017-09-09 , 	3310.00
2017-09-10 , 	3310.00
2017-09-11 , 	3310.00
2017-09-12 , 	3310.00
2017-09-13 , 	3310.00
2017-09-14 , 	3310.00
2017-09-15 , 	3310.00
2017-09-16 , 	3310.00
2017-09-17 , 	3310.00
2017-09-18 , 	3310.00
2017-09-19 , 	3310.00
2017-09-20 , 	3310.00
2017-09-21 , 	3310.00
2017-09-22 , 	3310.00
2017-09-23 , 	3310.00
2017-09-24 , 	3310.00
2017-09-25 , 	3310.00
2017-09-26 , 	3310.00
2017-09-27 , 	3310.00
2017-09-28 , 	3310.00
2017-09-29 , 	3310.00
2017-09-30 , 	3310.00
2017-10-01 , 	3260.00
2017-10-02 , 	3260.00
2017-10-03 , 	3260.00
2017-10-04 , 	3260.00
2017-10-05 , 	3260.00
2017-10-06 , 	3260.00
2017-10-07 , 	3260.00
2017-10-08 , 	3260.00
2017-10-09 , 	3260.00
2017-10-10 , 	3260.00
2017-10-11 , 	3260.00
2017-10-12 , 	3260.00
2017-10-13 , 	3260.00
2017-10-14 , 	3260.00
2017-10-15 , 	3260.00
2017-10-16 , 	3260.00
2017-10-17 , 	3260.00
2017-10-18 , 	3260.00
2017-10-19 , 	3260.00
2017-10-20 , 	3260.00
2017-10-21 , 	3260.00
2017-10-22 , 	3260.00
2017-10-23 , 	3260.00
2017-10-24 , 	3260.00
2017-10-25 , 	3260.00
2017-10-26 , 	3260.00
2017-10-27 , 	3260.00
2017-10-28 , 	3260.00
2017-10-29 , 	3260.00
2017-10-30 , 	3260.00
2017-10-31 , 	3260.00
2017-11-01 , 	-180.00
2017-11-02 , 	-180.00
2017-11-03 , 	-180.00
2017-11-04 , 	-180.00
2017-11-05 , 	-180.00
2017-11-06 , 	-180.00
2017-11-07 , 	-180.00
2017-11-08 , 	-180.00
2017-11-09 , 	-180.00
2017-11-10 , 	-180.00
2017-11-11 , 	-180.00
2017-11-12 , 	-180.00
2017-11-13 , 	-180.00
2017-11-14 , 	-180.00
2017-11-15 , 	-180.00
2017-11-16 , 	-180.00
2017-11-17 , 	-180.00
2017-11-18 , 	-180.00
2017-11-19 , 	-180.00
2017-11-20 , 	-180.00
2017-11-21 , 	-180.00
2017-11-22 , 	-180.00
2017-11-23 , 	-180.00
2017-11-24 , 	-180.00
2017-11-25 , 	-180.00
2017-11-26 , 	-180.00
2017-11-27 , 	-180.00
2017-11-28 , 	-180.00
2017-11-29 , 	-180.00
2017-11-30 , 	-180.00
2017-12-01 , 	1500.00
2017-12-02 , 	1500.00
2017-12-03 , 	1500.00
2017-12-04 , 	1500.00
2017-12-05 , 	1500.00
2017-12-06 , 	1500.00
2017-12-07 , 	1500.00
2017-12-08 , 	1500.00
2017-12-09 , 	1500.00
2017-12-10 , 	1500.00
2017-12-11 , 	1500.00
2017-12-12 , 	1500.00
2017-12-13 , 	1500.00
2017-12-14 , 	1500.00
2017-12-15 , 	1500.00
2017-12-16 , 	1500.00
2017-12-17 , 	1500.00
2017-12-18 , 	1500.00
2017-12-19 , 	1500.00
2017-12-20 , 	1500.00
2017-12-21 , 	1500.00
2017-12-22 , 	1500.00
2017-12-23 , 	1500.00
2017-12-24 , 	1500.00
2017-12-25 , 	1500.00
2017-12-26 , 	1500.00
2017-12-27 , 	1500.00
2017-12-28 , 	1500.00
2017-12-29 , 	1500.00
2017-12-30 , 	1500.00
2017-12-31 , 	1500.00
